province,Y-W,newcases,newcases_tminus1,newcases_tminus2,newcases_tminus3,newcases_tminus4,newcases_tplus1,newcases_tplus2,newcases_tplus4,spc_tminus1,spc_tminus2,spc_tminus3,spc_tminus4,temp_min_tminus1,temp_min_tminus2,temp_min_tminus3,temp_min_tminus4,temp_max_tminus1,temp_max_tminus2,temp_max_tminus3,temp_max_tminus4,retail_tminus1,retail_tminus2,retail_tminus3,retail_tminus4,grocery_tminus1,grocery_tminus2,grocery_tminus3,grocery_tminus4,parks_tminus1,parks_tminus2,parks_tminus3,parks_tminus4,transit_tminus1,transit_tminus2,transit_tminus3,transit_tminus4,workplaces_tminus1,workplaces_tminus2,workplaces_tminus3,workplaces_tminus4,residential_tminus1,residential_tminus2,residential_tminus3,residential_tminus4,2019employment_rate,2019intermunicipal_migration_rate,2019annual_contrib_margin,2019share_age_64,2019number_workplaces,Subdivision Name (en)
Southern Ostrobothnia,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.157142857142857,-5.285714285714286,-1.457142857142857,-1.1142857142857143,-0.5857142857142857,1.657142857142857,3.3285714285714283,3.457142857142857,,,,,,,,,,,,,,,,,,,,,,,,,73.8,-935,123.6,25.4,77419,Southern Ostrobothnia
Southern Savonia,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.285714285714286,-9.457142857142856,-2.171428571428572,-1.4714285714285715,-4.542857142857143,-1.4285714285714288,2.2142857142857144,2.814285714285714,,,,,,,,,,,,,,,,,,,,,,,,,68.9,-1228,143.5,30.9,50145,Southern Savonia
Kainuu,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4714285714285715,-3.0285714285714285,0.9285714285714286,-1.6428571428571428,0.6142857142857142,1.8142857142857145,4.628571428571428,3.542857142857143,,,,,,,,,,,,,,,,,,,,,,,,,68.3,-462,857.2,28.5,27218,Kainuu
Tavastia Proper,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.385714285714286,-14.62857142857143,-8.957142857142857,-6.414285714285714,-8.171428571428573,-7.6,-2.3714285714285714,-0.8428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,73.1,-69,197.5,25.3,64199,Tavastia Proper
Central Ostrobothnia,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.714285714285714,-7.271428571428572,-0.7999999999999999,-2.7571428571428567,-3.1142857142857143,-1.5285714285714285,3.357142857142857,1.9428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,74.3,-450,189.5,23.4,28177,Central Ostrobothnia
Central Finland,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.114285714285714,-16.985714285714288,-8.442857142857143,-7.057142857142858,-6.9,-7.200000000000001,-1.4857142857142858,0.0714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-262,94.5,23.2,106637,Central Finland
Kymenlaakso,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7,-5.885714285714286,-0.1999999999999999,-0.6571428571428571,-1.7714285714285716,-0.5,3.9,2.3857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,67.9,-1286,175.6,28.0,61440,Kymenlaakso
Lapland,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3857142857142857,-1.3285714285714287,-1.0714285714285714,0.5857142857142857,0.9857142857142857,2.757142857142857,4.014285714285714,4.142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,70.3,-968,-0.3,25.3,71925,Lapland
Pirkanmaa,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12564634820685963,0.0,0.0,0.0,0.0,-0.9571428571428572,-1.8571428571428568,1.3714285714285714,-1.2857142857142858,1.5714285714285714,2.7,4.942857142857143,3.414285714285714,,,,,,,,,,,,,,,,,,,,,,,,,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7857142857142858,-2.657142857142857,1.2,-1.7,1.1714285714285713,2.3857142857142857,4.971428571428571,3.9,,,,,,,,,,,,,,,,,,,,,,,,,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.4285714285714285,2.3428571428571425,-0.2428571428571428,3.157142857142857,4.0285714285714285,5.471428571428571,4.428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4714285714285715,-3.5,0.6571428571428571,-1.1142857142857143,-0.1428571428571428,0.942857142857143,4.357142857142857,3.4,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3428571428571425,-4.6000000000000005,-0.9142857142857144,-1.6428571428571428,0.3,1.5,3.628571428571429,2.9857142857142853,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.185714285714286,-5.457142857142857,0.4714285714285714,-1.542857142857143,-0.3714285714285714,0.5428571428571428,4.171428571428572,3.128571428571429,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0142857142857142,2.585714285714286,-0.5857142857142855,3.814285714285714,4.971428571428571,5.871428571428572,4.814285714285715,,,,,,,,,,,,,,,,,,,,,,,,,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04591442236264763,0.0,0.0,0.0,0.0,-0.9428571428571428,-1.5857142857142856,1.3285714285714287,-1.3,1.4857142857142858,2.728571428571428,4.871428571428572,3.4285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,75.2,8144,601.0,17.6,836622,Uusimaa
Southwest Finland,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2428571428571429,0.2857142857142857,2.9285714285714284,1.0714285714285716,3.414285714285714,4.7,5.7,5.557142857142857,,,,,,,,,,,,,,,,,,,,,,,,,72.4,887,74.1,23.3,202061,Southwest Finland
South Karelia,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.1000000000000005,-3.9,-5.6000000000000005,-0.5857142857142856,-0.7857142857142857,-0.9857142857142857,0.3285714285714285,3.6571428571428575,,,,,,,,,,,,,,,,,,,,,,,,,67.4,-488,387.3,27.4,47995,South Karelia
Southern Ostrobothnia,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.671428571428571,-3.157142857142857,-5.285714285714286,-1.457142857142857,0.7142857142857143,-0.5857142857142857,1.657142857142857,3.3285714285714283,,,,,,,,,,,,,,,,,,,,,,,,,73.8,-935,123.6,25.4,77419,Southern Ostrobothnia
Southern Savonia,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.27142857142857,-8.285714285714286,-9.457142857142856,-2.171428571428572,-1.1857142857142855,-4.542857142857143,-1.4285714285714288,2.2142857142857144,,,,,,,,,,,,,,,,,,,,,,,,,68.9,-1228,143.5,30.9,50145,Southern Savonia
Kainuu,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,-2.4714285714285715,-3.0285714285714285,0.9285714285714286,-0.0999999999999999,0.6142857142857142,1.8142857142857145,4.628571428571428,,,,,,,,,,,,,,,,,,,,,,,,,68.3,-462,857.2,28.5,27218,Kainuu
Tavastia Proper,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25706003259737836,0.0,0.0,0.0,0.0,-12.257142857142856,-12.385714285714286,-14.62857142857143,-8.957142857142857,-4.9,-8.171428571428573,-7.6,-2.3714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,73.1,-69,197.5,25.3,64199,Tavastia Proper
Central Ostrobothnia,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-7.714285714285714,-7.271428571428572,-0.7999999999999999,-2.757142857142857,-3.1142857142857143,-1.5285714285714285,3.357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,74.3,-450,189.5,23.4,28177,Central Ostrobothnia
Central Finland,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3647667022209078,0.0,0.0,0.0,0.0,-14.414285714285716,-11.114285714285714,-16.985714285714288,-8.442857142857143,-3.8285714285714287,-6.9,-7.200000000000001,-1.4857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-262,94.5,23.2,106637,Central Finland
Kymenlaakso,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.27142857142857,-5.7,-5.885714285714286,-0.1999999999999999,-1.5142857142857142,-1.7714285714285716,-0.5,3.9,,,,,,,,,,,,,,,,,,,,,,,,,67.9,-1286,175.6,28.0,61440,Kymenlaakso
Lapland,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.485714285714286,-1.3857142857142857,-1.3285714285714287,-1.0714285714285714,1.6428571428571428,0.9857142857142857,2.757142857142857,4.014285714285714,,,,,,,,,,,,,,,,,,,,,,,,,70.3,-968,-0.3,25.3,71925,Lapland
Pirkanmaa,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30997538400921887,0.0,0.0,0.0,0.0,-5.428571428571429,-0.9571428571428572,-1.8571428571428568,1.3714285714285714,1.1,1.5714285714285714,2.7,4.942857142857143,,,,,,,,,,,,,,,,,,,,,,,,,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942857142857143,-1.7857142857142858,-2.657142857142857,1.2,0.3571428571428572,1.1714285714285713,2.3857142857142857,4.971428571428571,,,,,,,,,,,,,,,,,,,,,,,,,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.242857142857143,0.5,-0.4285714285714285,2.3428571428571425,2.3285714285714287,3.157142857142857,4.0285714285714285,5.471428571428571,,,,,,,,,,,,,,,,,,,,,,,,,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48752259210359417,0.0,0.0,0.0,0.0,-6.257142857142857,-3.4714285714285715,-3.5,0.6571428571428571,-0.6285714285714287,-0.1428571428571428,0.942857142857143,4.357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.071428571428571,-2.3428571428571425,-4.6000000000000005,-0.9142857142857144,0.1142857142857142,0.3,1.5,3.628571428571429,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-3.185714285714286,-5.457142857142857,0.4714285714285714,-0.557142857142857,-0.3714285714285714,0.5428571428571428,4.171428571428572,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24571163954779268,0.0,0.0,0.0,0.0,-3.642857142857143,1.2857142857142858,0.0142857142857142,2.585714285714286,2.6,3.814285714285714,4.971428571428571,5.871428571428572,,,,,,,,,,,,,,,,,,,,,,,,,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0346319378070886,0.7241764038268955,0.0,0.0,0.0,0.0,-4.457142857142857,-0.9428571428571428,-1.5857142857142856,1.3285714285714287,0.8714285714285716,1.4857142857142858,2.728571428571428,4.871428571428572,,,,,,,,,,,,,,,,,,,,,,,,,75.2,8144,601.0,17.6,836622,Uusimaa
Southwest Finland,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11745916120095622,0.0,0.0,0.0,0.0,-2.6,1.2428571428571429,0.2857142857142857,2.9285714285714284,2.2285714285714286,3.414285714285714,4.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,,72.4,887,74.1,23.3,202061,Southwest Finland
South Karelia,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5000000000000002,-7.1000000000000005,-3.9,-5.6000000000000005,2.257142857142857,-0.7857142857142857,-0.9857142857142857,0.3285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,67.4,-488,387.3,27.4,47995,South Karelia
Southern Ostrobothnia,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3000000000000003,-7.671428571428571,-3.157142857142857,-5.285714285714286,2.942857142857143,0.7142857142857143,-0.5857142857142857,1.657142857142857,,,,,,,,,,,,,,,,,,,,,,,,,73.8,-935,123.6,25.4,77419,Southern Ostrobothnia
Southern Savonia,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-10.27142857142857,-8.285714285714286,-9.457142857142856,2.142857142857143,-1.1857142857142855,-4.542857142857143,-1.4285714285714288,,,,,,,,,,,,,,,,,,,,,,,,,68.9,-1228,143.5,30.9,50145,Southern Savonia
Kainuu,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5714285714285714,-6.2,-2.4714285714285715,-3.0285714285714285,2.3857142857142857,-0.0999999999999999,0.6142857142857142,1.8142857142857145,,,,,,,,,,,,,,,,,,,,,,,,,68.3,-462,857.2,28.5,27218,Kainuu
Tavastia Proper,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8,-12.257142857142856,-12.385714285714286,-14.62857142857143,-0.5571428571428572,-4.9,-8.171428571428573,-7.6,,,,,,,,,,,,,,,,,,,,,,,,,73.1,-69,197.5,25.3,64199,Tavastia Proper
Central Ostrobothnia,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2857142857142858,-10.0,-7.714285714285714,-7.271428571428572,1.5714285714285714,-2.757142857142857,-3.1142857142857143,-1.5285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,74.3,-450,189.5,23.4,28177,Central Ostrobothnia
Central Finland,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28527930108628063,0.0,0.0,0.0,0.0,-4.1,-14.414285714285716,-11.114285714285714,-16.985714285714288,0.6285714285714287,-3.8285714285714287,-6.9,-7.200000000000001,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-262,94.5,23.2,106637,Central Finland
Kymenlaakso,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5999999999999999,-8.27142857142857,-5.7,-5.885714285714286,2.4714285714285715,-1.5142857142857142,-1.7714285714285716,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,67.9,-1286,175.6,28.0,61440,Kymenlaakso
Lapland,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5285714285714285,-5.485714285714286,-1.3857142857142857,-1.3285714285714287,3.628571428571429,1.6428571428571428,0.9857142857142857,2.757142857142857,,,,,,,,,,,,,,,,,,,,,,,,,70.3,-968,-0.3,25.3,71925,Lapland
Pirkanmaa,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.12564634820685963,0.3777656000770186,0.0,0.0,0.0,0.0,-0.3999999999999999,-5.428571428571429,-0.9571428571428572,-1.8571428571428568,3.6571428571428575,1.1,1.5714285714285714,2.7,,,,,,,,,,,,,,,,,,,,,,,,,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553545620281256,0.0,0.0,0.0,0.0,-0.8714285714285713,-4.942857142857143,-1.7857142857142858,-2.657142857142857,2.8714285714285714,0.3571428571428572,1.1714285714285713,2.3857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1714285714285714,-4.242857142857143,0.5,-0.4285714285714285,4.571428571428571,2.3285714285714287,3.157142857142857,4.0285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21643720997403018,0.0,0.0,0.0,0.0,-0.2714285714285714,-6.257142857142857,-3.4714285714285715,-3.5,2.1142857142857143,-0.6285714285714287,-0.1428571428571428,0.942857142857143,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2793244849556016,0.0,0.0,0.0,0.0,-1.0285714285714287,-10.071428571428571,-2.3428571428571425,-4.6000000000000005,3.2,0.1142857142857142,0.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0142857142857142,-8.0,-3.185714285714286,-5.457142857142857,2.4,-0.557142857142857,-0.3714285714285714,0.5428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24571163954779268,0.0,0.0,0.0,0.0,-0.1142857142857144,-3.642857142857143,1.2857142857142858,0.0142857142857142,4.857142857142857,2.6,3.814285714285714,4.971428571428571,,,,,,,,,,,,,,,,,,,,,,,,,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2020-08,0.0,0.0,0.0,0.0,0.0,0.0346319378070886,0.04591442236264763,1.1675657704480564,0.0,0.0,0.0,0.0,-0.457142857142857,-4.457142857142857,-0.9428571428571428,-1.5857142857142856,3.185714285714286,0.8714285714285716,1.4857142857142858,2.728571428571428,,,,,,,,,,,,,,,,,,,,,,,,,75.2,8144,601.0,17.6,836622,Uusimaa
Southwest Finland,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2390515590626395,0.0,0.0,0.0,0.0,1.0142857142857142,-2.6,1.2428571428571429,0.2857142857142857,4.071428571428571,2.2285714285714286,3.414285714285714,4.7,,,,,,,,,,,,,,,,,,,,,,,,,72.4,887,74.1,23.3,202061,Southwest Finland
South Karelia,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5142857142857145,-1.5000000000000002,-7.1000000000000005,-3.9,2.771428571428572,2.257142857142857,-0.7857142857142857,-0.9857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,67.4,-488,387.3,27.4,47995,South Karelia
Southern Ostrobothnia,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.314285714285714,-2.3000000000000003,-7.671428571428571,-3.157142857142857,2.685714285714286,2.942857142857143,0.7142857142857143,-0.5857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,73.8,-935,123.6,25.4,77419,Southern Ostrobothnia
Southern Savonia,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5616526522138702,0.0,0.0,0.0,0.0,-3.157142857142857,-1.4,-10.27142857142857,-8.285714285714286,1.4428571428571428,2.142857142857143,-1.1857142857142855,-4.542857142857143,,,,,,,,,,,,,,,,,,,,,,,,,68.9,-1228,143.5,30.9,50145,Southern Savonia
Kainuu,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7496790182457417,0.0,0.0,0.0,0.0,-9.516197353929911e-17,-0.5714285714285714,-6.2,-2.4714285714285715,3.442857142857143,2.3857142857142857,-0.0999999999999999,0.6142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,68.3,-462,857.2,28.5,27218,Kainuu
Tavastia Proper,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.25706003259737836,0.0,0.0,0.0,0.0,0.0,-8.328571428571427,-4.8,-12.257142857142856,-12.385714285714286,-1.6714285714285713,-0.5571428571428572,-4.9,-8.171428571428573,,,,,,,,,,,,,,,,,,,,,,,,,73.1,-69,197.5,25.3,64199,Tavastia Proper
Central Ostrobothnia,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8857142857142857,-1.2857142857142858,-10.0,-7.714285714285714,2.585714285714286,1.5714285714285714,-2.757142857142857,-3.1142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,74.3,-450,189.5,23.4,28177,Central Ostrobothnia
Central Finland,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.3647667022209078,0.7421492016067898,0.0,0.0,0.0,0.0,-7.842857142857143,-4.1,-14.414285714285716,-11.114285714285714,-0.6142857142857144,0.6285714285714287,-3.8285714285714287,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-262,94.5,23.2,106637,Central Finland
Kymenlaakso,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.385714285714286,-0.5999999999999999,-8.27142857142857,-5.7,2.957142857142857,2.4714285714285715,-1.5142857142857142,-1.7714285714285716,,,,,,,,,,,,,,,,,,,,,,,,,67.9,-1286,175.6,28.0,61440,Kymenlaakso
Lapland,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29239035521763995,0.0,0.0,0.0,0.0,-0.9000000000000001,-1.5285714285714285,-5.485714285714286,-1.3857142857142857,3.5857142857142854,3.628571428571429,1.6428571428571428,0.9857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,70.3,-968,-0.3,25.3,71925,Lapland
Pirkanmaa,2020-09,0.0,0.0,0.0,0.0,0.0,0.12564634820685963,0.30997538400921887,0.568170433724238,0.0,0.0,0.0,0.0,-0.2857142857142857,-0.3999999999999999,-5.428571428571429,-0.9571428571428572,4.0285714285714285,3.6571428571428575,1.1,1.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25028251474866453,0.0,0.0,0.0,0.0,0.3142857142857142,-0.8714285714285713,-4.942857142857143,-1.7857142857142858,3.9142857142857146,2.8714285714285714,0.3571428571428572,1.1714285714285713,,,,,,,,,,,,,,,,,,,,,,,,,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3714285714285714,-0.1714285714285714,-4.242857142857143,0.5,4.271428571428571,4.571428571428571,2.3285714285714287,3.157142857142857,,,,,,,,,,,,,,,,,,,,,,,,,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.48752259210359417,0.34415458308596436,0.0,0.0,0.0,0.0,-0.1142857142857142,-0.2714285714285714,-6.257142857142857,-3.4714285714285715,3.4428571428571426,2.1142857142857143,-0.6285714285714287,-0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5452454387999126,0.0,0.0,0.0,0.0,-1.8142857142857145,-1.0285714285714287,-10.071428571428571,-2.3428571428571425,3.257142857142857,3.2,0.1142857142857142,0.3,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628480029202811,0.0,0.0,0.0,0.0,-1.0714285714285714,-1.0142857142857142,-8.0,-3.185714285714286,3.3000000000000003,2.4,-0.557142857142857,-0.3714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.24571163954779268,0.0,0.0,0.0,0.0,0.0,1.457142857142857,-0.1142857142857144,-3.642857142857143,1.2857142857142858,5.271428571428571,4.857142857142857,2.6,3.814285714285714,,,,,,,,,,,,,,,,,,,,,,,,,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2020-09,0.0346319378070886,0.0,0.0,0.0,0.0,0.04591442236264763,0.7241764038268955,1.0575792807298048,0.0,0.0,0.0,0.0,-0.1857142857142857,-0.457142857142857,-4.457142857142857,-0.9428571428571428,3.914285714285714,3.185714285714286,0.8714285714285716,1.4857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,75.2,8144,601.0,17.6,836622,Uusimaa
Southwest Finland,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.11745916120095622,0.2057929229609363,0.0,0.0,0.0,0.0,2.128571428571429,1.0142857142857142,-2.6,1.2428571428571429,5.228571428571429,4.071428571428571,2.2285714285714286,3.414285714285714,,,,,,,,,,,,,,,,,,,,,,,,,72.4,887,74.1,23.3,202061,Southwest Finland
South Karelia,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019873769441841,0.0,0.0,0.0,-11.571428571428571,-1.5142857142857145,-1.5000000000000002,-7.1000000000000005,-0.8285714285714285,2.771428571428572,2.257142857142857,-0.7857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,67.4,-488,387.3,27.4,47995,South Karelia
Southern Ostrobothnia,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4189910519895931,0.0013194162935252,0.0,0.0,0.0,-14.214285714285714,-2.314285714285714,-2.3000000000000003,-7.671428571428571,-1.3571428571428572,2.685714285714286,2.942857142857143,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,73.8,-935,123.6,25.4,77419,Southern Ostrobothnia
